name	occupation	gender	citizenship	noble title	place of birth	employer	member of	academic degree	religion	award
Donald Knuth	programmer	male	United States of America		Milwaukee		Russian Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		Russian Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	writer	male	United States of America		Milwaukee		Royal Society	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	engineer	male	United States of America		Milwaukee		Royal Society	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	computer scientist	male	United States of America		Milwaukee		Royal Society	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	mathematician	male	United States of America		Milwaukee		Royal Society	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	university teacher	male	United States of America		Milwaukee		Royal Society	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	academic	male	United States of America		Milwaukee		Royal Society	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	programmer	male	United States of America		Milwaukee		Royal Society	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		Royal Society	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	writer	male	United States of America		Milwaukee		Association for Computing Machinery	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	engineer	male	United States of America		Milwaukee		Association for Computing Machinery	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	computer scientist	male	United States of America		Milwaukee		Association for Computing Machinery	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	mathematician	male	United States of America		Milwaukee		Association for Computing Machinery	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	university teacher	male	United States of America		Milwaukee		Association for Computing Machinery	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	academic	male	United States of America		Milwaukee		Association for Computing Machinery	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	programmer	male	United States of America		Milwaukee		Association for Computing Machinery	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		Association for Computing Machinery	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	writer	male	United States of America		Milwaukee		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	engineer	male	United States of America		Milwaukee		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	computer scientist	male	United States of America		Milwaukee		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	mathematician	male	United States of America		Milwaukee		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	university teacher	male	United States of America		Milwaukee		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	academic	male	United States of America		Milwaukee		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	programmer	male	United States of America		Milwaukee		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		Institute of Electrical and Electronics Engineers	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	writer	male	United States of America		Milwaukee		French Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	engineer	male	United States of America		Milwaukee		French Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	computer scientist	male	United States of America		Milwaukee		French Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	mathematician	male	United States of America		Milwaukee		French Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	university teacher	male	United States of America		Milwaukee		French Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	academic	male	United States of America		Milwaukee		French Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	programmer	male	United States of America		Milwaukee		French Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		French Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	writer	male	United States of America		Milwaukee		National Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	engineer	male	United States of America		Milwaukee		National Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	computer scientist	male	United States of America		Milwaukee		National Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	mathematician	male	United States of America		Milwaukee		National Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	university teacher	male	United States of America		Milwaukee		National Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	academic	male	United States of America		Milwaukee		National Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	programmer	male	United States of America		Milwaukee		National Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		National Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	writer	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	engineer	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	computer scientist	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	mathematician	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	university teacher	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	academic	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	programmer	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	engineer	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	computer scientist	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	mathematician	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	university teacher	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	academic	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	programmer	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	writer	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	engineer	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	computer scientist	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	mathematician	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	university teacher	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	academic	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	programmer	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	writer	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	engineer	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	computer scientist	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	mathematician	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	university teacher	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	academic	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	programmer	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	writer	male	United States of America		Milwaukee		Norwegian Academy of Science and Letters	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	engineer	male	United States of America		Milwaukee		Norwegian Academy of Science and Letters	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
Donald Knuth	computer scientist	male	United States of America		Milwaukee		Norwegian Academy of Science and Letters	Doctor of Philosophy	Lutheranism	Fellow of the Society for Industrial and Applied Mathematics
